cust_id,RFM_Level_Dec_2014,RFM_Level_May_2014,RFM_Level_Dec_2013
275025,Top,Top,Top
275026,Middle,Middle,Middle
275028,Middle,Middle,Middle
275030,Middle,Middle,Middle
275031,Middle,Middle,Middle
275033,Top,Top,Middle
275034,Low,Low,Middle
275035,Middle,Middle,Middle
275036,Middle,Middle,Middle
275037,Top,Top,Middle
275038,Middle,Middle,Middle
275039,Top,Top,Top
275040,Middle,Middle,Middle
275041,Top,Top,Middle
275042,Middle,Middle,Middle
275043,Top,Top,Top
275044,Top,Middle,Top
275045,Top,Top,Top
275046,Top,Top,Top
275047,Middle,Middle,Middle
275048,Top,Top,Top
275049,Middle,Middle,Middle
275051,Top,Top,Top
275052,Low,Low,Low
275053,Top,Top,Top
275054,Middle,Middle,Middle
275056,Top,Middle,Middle
275057,Middle,Middle,Middle
275060,Top,Top,Top
275061,Middle,Middle,Middle
275062,Middle,Middle,Middle
275063,Top,Top,Top
275064,Top,Top,Top
275066,Top,Top,Top
275068,Top,Top,Top
275069,Top,Top,Top
275070,Top,Top,Top
275072,Middle,Middle,Top
275073,Top,Top,Top
275074,Top,Top,Top
275076,Low,Low,Low
275077,Middle,Middle,Top
275079,Top,Top,Top
275081,Low,Middle,Middle
275082,Top,Top,Middle
275083,Middle,Middle,Top
275084,Middle,Middle,Middle
275086,Middle,Low,Low
275088,Top,Top,Middle
275089,Middle,Middle,Middle
275090,Top,Top,Top
275091,Top,Top,Top
275092,Top,Top,Middle
275093,Top,Top,Top
275094,Middle,Middle,Middle
275096,Top,Top,Top
275098,Low,Middle,Middle
275102,Middle,Middle,Middle
275104,Top,Top,Top
275107,Top,Top,Top
275108,Top,Top,Top
275111,Low,Low,Middle
275114,Middle,Middle,Top
275116,Top,Top,Top
275117,Top,Top,Middle
275119,Middle,Middle,Middle
275120,Middle,Middle,Middle
275122,Middle,Middle,Middle
275123,Low,Low,Low
275125,Middle,Middle,Middle
275126,Middle,Middle,Middle
275127,Middle,Middle,Middle
275129,Top,Top,Top
275130,Top,Top,Top
275131,Top,Top,Middle
275134,Top,Middle,Middle
275136,Middle,Middle,Low
275137,Top,Top,Top
275138,Middle,Middle,Middle
275139,Top,Middle,Top
275141,Top,Top,Top
275142,Middle,Middle,Top
275143,Middle,Middle,Middle
275144,Middle,Middle,Top
275145,Middle,Middle,Middle
275148,Top,Top,Top
275149,Top,Top,Middle
275150,Top,Top,Top
275151,Middle,Middle,Middle
275152,Top,Top,Top
275153,Low,Low,Low
275154,Top,Top,Middle
275156,Top,Top,Top
275157,Top,Top,Middle
275159,Top,Top,Top
275160,Middle,Top,Middle
275162,Low,Low,Low
275163,Top,Top,Top
275165,Top,Top,Top
275166,Middle,Middle,Middle
275167,Top,Top,Top
275168,Low,Low,Low
275170,Top,Top,Top
275171,Middle,Middle,Middle
275172,Top,Top,Top
275173,Low,Low,Middle
275174,Top,Top,Top
275175,Top,Top,Top
275177,Top,Top,Top
275178,Top,Top,Top
275179,Top,Top,Top
275181,Top,Top,Top
275183,Top,Top,Top
275184,Top,Top,Top
275186,Top,Top,Top
275187,Middle,Top,Top
275188,Top,Middle,Top
275190,Middle,Middle,Middle
275192,Middle,Top,Middle
275194,Top,Top,Low
275196,Top,Top,Top
275197,Top,Top,Top
275200,Middle,Middle,Middle
275202,Top,Top,Top
275204,Middle,Top,Middle
275205,Middle,Middle,Middle
275206,Top,Top,Top
275208,Low,Low,Middle
275210,Top,Top,Low
275211,Middle,Middle,Top
275214,Top,Top,Top
275215,Middle,Middle,Middle
275216,Middle,Middle,Middle
275218,Top,Top,Top
275220,Top,Top,Top
275221,Middle,Middle,Low
275222,Top,Top,Top
275224,Top,Top,Middle
275225,Top,Top,Top
275226,Top,Top,Top
275227,Top,Top,Top
275228,Middle,Middle,Middle
275229,Middle,Middle,Middle
275230,Top,Top,Top
275231,Top,Top,Top
275232,Top,Top,Top
275233,Top,Top,Top
275236,Top,Top,Top
275237,Middle,Middle,Middle
275241,Top,Top,Top
275242,Middle,Middle,Middle
275243,Middle,Middle,Middle
275244,Middle,Middle,Top
275245,Middle,Middle,Top
275246,Top,Top,Top
275247,Middle,Middle,Top
275249,Middle,Middle,Middle
275250,Low,Middle,Middle
275251,Middle,Middle,Middle
275252,Top,Top,Top
275255,Top,Top,Top
275257,Top,Top,Top
275261,Low,Low,Middle
275262,Middle,Middle,Middle
275264,Middle,Middle,Middle
275265,Middle,Middle,Middle
